CatalogueNumber,ScientificName,QualifiedScientificName,CommonName,Family,Genus,Species,SpeciesAuthority,Subspecies,SubspeciesAuthority,Variety,VarietyAuthority,Forma,FormaAuthority,Identifier,IDDate,IDNotes,CDC,MuseumCollection,CollectionEventNumber,Collector,CollectorsFieldNumber,CollectionDate,CollectorSiteID,Prov_State,District,LocationName,LocationDescription,Latitude,Longitude,Approximate,UTMZone,UTMNorthing,UTMEasting,Elevation,Park_ER_IR,HabitatRemarks,SpecimenNotes,SpeciesAbundance
V186588,Trifolium wormskjoldii Lehm.,Trifolium wormskjoldii Lehm.,clover; springbank clover,Fabaceae,Trifolium,wormskjoldii,Lehm.,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1999,BE059171, Harvey Janszen,2915,1999-07-06,BS048904,British Columbia,Gulf Islands,Texada Island,between Anderson Bay Road and Cook Bay Road,49.5933333333333,-124.292222222222,False,10U,5494230,406610,650 m (min.),,"On drying shore of small pothole, flat with Carex exsiccata, C. kelloggii, Veronica scutellata, Alopecurus geniculatus, Equisetum arvense.","HJ: also with Ophioglossum pusillum, Malaxis monophyllos, and Botrychium virginianum; 10 plants.",
V083354,Holcus lanatus L.,Holcus lanatus L.,common velvet-grass; grass,Poaceae,Holcus,lanatus,L.,,,,,,, Ching Chuang,1976-01-01,,Not Listed,Janszen 1975,BE066476, Harvey Janszen,s.n.,1975-06-29,BS054999,British Columbia,,Vancouver Island; Taylor River,,49.0027777777778,-125.3,False,,,,152 m (min.),,"rocky outcrop, in dry second growth forest",,
V083184,Aquilegia formosa Fisch. ex DC.,Aquilegia formosa Fisch. ex DC.,columbine; Sitka columbine,Ranunculaceae,Aquilegia,formosa,Fisch. ex DC.,,,,,,, Ching Chuang,1976-01-01,,Not Listed,Janszen 1975,BE064173, Harvey Janszen,,1975-06-29,BS053050,British Columbia,Vancouver Island,Taylor River,,49.3,-125.3,False,,,,152 m (min.),,,,
V174858,Torreyochloa pauciflora (J.S. Presl) Church,Torreyochloa pauciflora (J.S. Presl) Church,grass; weak false-manna,Poaceae,Torreyochloa,pauciflora,(J.S. Presl) Church,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1996,BE049297, Harvey Janszen,02608,1996-09-11,BS041378,British Columbia,Vancouver Island,Nanaimo River; Wolf Creek,,49.0875,-124.166666666667,False,10U,542762,41481,270 m (min.),,"On creekside in brushy alder forest with Salix sitchensis, Physocarpus capitatus; 30 plants with Aster modestus",,
V172205,Botrychium multifidum (Gmel.) Rupr.,Botrychium multifidum (Gmel.) Rupr.,fern; leathery grape fern,Ophioglossaceae,Botrychium,multifidum,(Gmel.) Rupr.,,,,,,, Harvey Janszen,1997-01-01,,Not Listed,Janszen 1997,BE059150, Harvey Janszen; Pam Janszen; Marie Fontaine,2783,1997-06-23,BS048885,British Columbia,Gulf Islands,Texada Island,Anderson Bay road.,49.5666666666667,-124.216666666667,False,,,,610 m (min.),,"In weedy drainage channel between low basalt ridges, dominated by Leucanthemum vulgare and Botrychium multifidum.  Slope 10%; aspect N50W.",,
V172184,Glyceria borealis (Nash) Batch.,Glyceria borealis (Nash) Batch.,grass; northern mannagrass,Poaceae,Glyceria,borealis,(Nash) Batch.,,,,,,, Harvey Janszen,1997-01-01,,Not Listed,Janszen 1997,BE059272, Harvey Janszen; Pam Janszen; Marie Fontaine,2849,1997-08-21,BS048988,British Columbia,Gulf Islands,Texada Island; First Lake,,49.6438888888889,-124.357777777778,False,,,,390 m (min.),,In 1 meter deep open lake water; with Nuphar polysepalum.,,
V170250A,Aster modestus Lindl.,Aster modestus Lindl.,aster; great northern aster,Asteraceae,Aster,modestus,Lindl.,,,,,,, Harvey Janszen,1996-01-01,,Not Listed,Janszen 1996,BE039578, Harvey Janszen,2569,1996-08-09,BS033883,British Columbia,,Duck Lake; Powell River,,49.8555555555556,-124.441666666667,False,10U,55234,3963,230 m (min.),,"on sandbar in shallow, cobble-bottomed creek dominated by Alnus rubra, Myrica gale, Lycopus uniflorus with Hypericum sp.",population of 5 plants,
V170243A,Carex leptalea Wahlenb.,Carex leptalea Wahlenb.,bristle-stalked sedge; sedge,Cyperaceae,Carex,leptalea,Wahlenb.,,,,,,, Bruce Ford,2006-01-01,IDD:  20060000; Ford from Herbarium of the University of Manitoba (WIN),Not Listed,Janszen 1996,BE059174, Harvey Janszen,2552,1996-08-09,BS048906,British Columbia,Gulf Islands,Texada Island,Bob's Lake,49.6033333333333,-124.29,False,10U,54952,4067,660 m (min.),,"in boggy meadow dominated by Ledum groenlandicum, Sphagnum spp., Cladina sp.; with Juncus falcatus & Hypericum anagalloides",population of 25 plants,
V170231A,Potamogeton gramineus L.,Potamogeton gramineus L.,grass-leaved pondweed; pondweed,Potamogetonaceae,Potamogeton,gramineus,L.,,,,,,, Harvey Janszen,1996-01-01,,Not Listed,Janszen 1996,BE039579, Harvey Janszen,2568,1996-08-09,BS033884,British Columbia,,Duck Lake; Powell River,,49.8555555555556,-124.441666666667,False,10U,55234,3963,230 m (min.),,"in shallow creek, cobble bottom, dominated by Potamogeton gramineus, streamside:  Alnus rubra, Myrica gale, with Lycopus uniflorus",population of 50 plants,
V174845,Juncus supiniformis Engelm.,Juncus supiniformis Engelm.,rush; spreading rush,Juncaceae,Juncus,supiniformis,Engelm.,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1996,BE047248, Harvey Janszen,02589B,1996-09-02,BS039838,British Columbia,Lower Fraser Valley,Marion Lake; North Alouette River,"UBC Research Forest, just below Marion Lake",49.2958333333333,-122.545555555556,False,10U,546022,53304,290 m (min.),,"On sandy river shore dominated by Alnus rubra, Thuja plicata, Rubus spectabilis; 150 plants with Spirea douglasii, Physocarpus capitatus, Equisetum arvense, Lycopus uniflorus",,
V175320,Elodea nuttallii (Planch.) St. John,Elodea nuttallii (Planch.) St. John,Nuttall's waterweed; waterweed,Hydrocharitaceae,Elodea,nuttallii,(Planch.) St. John,,,,,,, Harvey Janszen,,,Blue,Janszen 1996,BE052717, Harvey Janszen,02579,1996-09-01,BS044003,British Columbia,Lower Fraser Valley,Port Coquitlam,Colony Farm,49.2277777777778,-122.810555555556,False,10U,545257,51379,2 m (min.),,"In fresh water slough draining into river; 100 plants with Potamogeton gramineus, Elodea nuttallii, Nuphar polysepalum",,
V175353,Botrychium virginianum (L.) Sw.,Botrychium virginianum (L.) Sw.,fern; rattlesnake fern,Ophioglossaceae,Botrychium,virginianum,(L.) Sw.,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1997,BE059259, Harvey Janszen; Pam Janszen; Marie Fontaine,02814,1997-06-18,BS048976,British Columbia,Gulf Islands,Texada Island; Anderson Bay; Bobs Lake,"Anderson Bay road, E of Bob's Lake, 2.5 km beyond Hydro cut",49.6072222222222,-124.293611111111,False,10U,549576,40653,660 m (min.),,"In boggy water course with Typha latifolia, Carex exsiccata, C. kelloggii & Sphagnum sp.; population of 150 plants, none greater than 15 centimeters tall",,
V172076,Scutellaria lateriflora L.,Scutellaria lateriflora L.,blue skullcap; skullcap,Lamiaceae,Scutellaria,lateriflora,L.,,,,,,, Harvey Janszen,1997-01-01,,Not Listed,Janszen 1997,BE059319, Harvey Janszen; Pam Janszen; Marie Fontaine,2796,1997-07-16,BS049025,British Columbia,Gulf Islands,Texada Island; Priest Lake,,49.75,-124.566666666667,False,,,,95 m (min.),,"In shallow fen between 2 lakes; with Carex lasiocarpa, Nuphar polysepalum, Dulichium arundinaceum, Menyanthes trifoliata.",,
V171097,Hordeum brachyantherum Nevski,Hordeum brachyantherum Nevski,grass; meadow barley,Poaceae,Hordeum,brachyantherum,Nevski,,,,,,, Harvey Janszen,,"Stet:  F. Lomer, 5/2019",Not Listed,Janzen 1997,BE059211, Harvey Janszen; Pam Janszen; Marie Fontaine,2645,1997-06-19,BS048940,British Columbia,Gulf Islands,Texada Island,Off Harwood Point at NE end of Dick Island,49.65,-124.466666666667,False,10U,550112,39404,2 m (min.),,"On grassy slopes above sea level with Hordeum brachyantherum, Holcus lanatus & Aira sp.",Slope: 10%; Aspect: 125 SE.,
V171037,Carex sitchensis Prescott ex Bong.,Carex sitchensis Prescott ex Bong.,sedge; Sitka sedge,Cyperaceae,Carex,sitchensis,Prescott ex Bong.,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1997,BE059360, Harvey Janszen; Pam Janszen; Marie Fontaine,2704,1997-06-20,BS049053,British Columbia,Gulf Islands,Texada Island; Vananda,"Gillies Bay road, 5.4 km SE of Vananda",49.7166666666667,-124.516666666667,False,10U,550897,39024,110 m (min.),,At creek opening into fen dominated by Carex sitchensis & Carex rostrata; growing with Myosotis laxa & Lycopus uniflorus.,,
V170806,Carex lyngbyei Hornem.,Carex lyngbyei Hornem.,Lingbye's sedge; sedge,Cyperaceae,Carex,lyngbyei,Hornem.,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1997,BE059288, Harvey Janszen; Pam Janszen; Marie Fontaine,2756A,1997-06-22,BS048999,British Columbia,Gulf Islands,Texada Island; Gillies Bay,Tidal slough in Gillies Bay,49.6666666666667,-124.483333333333,False,10U,550411,39320,1 m (min.),,"On sandy banks of tidal creek dominated by Carex lyngbyei, also with Puccinellia nuttalliana.",,
V170808,Triglochin maritima L.,Triglochin maritima L.,arrow-grass; seaside arrow-grass,Juncaginaceae,Triglochin,maritima,L.,,,,,,, Harvey Janszen,,"Also with Spergularia marina, Glaux maritima & Plantago maritima.",Not Listed,Janzen 1997,BE059287, Harvey Janszen; Pam Janszen; Marie Fontaine,2753,1997-06-22,BS048998,British Columbia,Gulf Islands,Texada Island; Gillies Bay,Tidal sand flats in Gillies Bay,49.6666666666667,-124.483333333333,False,10U,550401,39320,0 m (min.),,"On tidal sand flats dominated by Salicornia virginica,Distichlis spicata & Puccinellia nutkaensis.",,
V171039,Minuartia tenella (Nutt.) Mattf.,Minuartia tenella (Nutt.) Mattf.,sandwort; slender sandwort,Caryophyllaceae,Minuartia,tenella,(Nutt.) Mattf.,,,,,,, Harvey Janszen,,,Not Listed,Janzen 1997,BE059349, Harvey Janszen; Pam Janszen; Marie Fontaine,2701,1997-06-20,BS049050,British Columbia,Gulf Islands,Texada Island; Vananda,"Gillies Bay road, 5.4 km SE of Vananda",49.7166666666667,-124.516666666667,False,10U,550882,39021,110 m (min.),,"On dry, moss covered limestone dome dominated by Symphoricarpos albus & Rosa nutkana.",Population of 1000+ plants,
V172077,Hypericum formosum auct. non H.B.K. var. scouleri (Hook.) Coult.,Hypericum formosum auct. non H.B.K. var. scouleri (Hook.) Coult.,St. John's-wort; western St. John's-wort,Clusiaceae,Hypericum,formosum,,,,scouleri,(Hook.) Coult.,,, Harvey Janszen,1997-01-01,,Not Listed,Janszen 1997,BE059315, Harvey Janszen; Pam Janszen; Marie Fontaine,2797,1997-07-16,BS049022,British Columbia,Gulf Islands,Texada Island; Priest Lake,,49.7333333333333,-124.55,False,,,,95 m (min.),,"On mossy boulder at waterline of lake with Myrica gale, Malus fusca & Dulichium arundinaceum; Slope 60%; aspect S 50 degrees W.",,
V172089,Ophioglossum pusillum Raf.,Ophioglossum pusillum Raf.,fern; northern adder's tongue,Ophioglossaceae,Ophioglossum,pusillum,Raf.,,,,,,, Harvey Janszen,1997-01-01,,Blue,Janszen 1997,BE059152, Harvey Janszen; Pam Janszen; Marie Fontaine,2812,1997-07-18,BS048887,British Columbia,Gulf Islands,Texada Island,Anderson Bay road; 2 kilometers beyond Hydro cut.,49.6072222222222,-124.301666666667,False,,,,650 m (min.),,At edge of poorly drained pothole with Typha latifolia & Carex exsiccata.,"Ca. 50 plants also growing with Alopecurus sp., Leucanthemum vulgare.",
V120032,Cardamine pulcherrima (Robbins.) Greene var. tenella (Pursh) C.L. Hitchc.,Cardamine pulcherrima (Robbins.) Greene var. tenella (Pursh) C.L. Hitchc.,bitter-cress; slender toothwort,Brassicaceae,Cardamine,pulcherrima,,,,tenella,(Pursh) C.L. Hitchc.,,, Harvey Janszen,1982-01-01,,Not Listed,Janszen 1982,BE043345, Harvey Janszen,2206,1982-05-01,BS036794,British Columbia,Gulf Islands,Hornby Island,,49.5333333333333,-124.666666666667,False,,,,,,wet grassy roadside and open fir forest throughout island,,
V170097,Myriophyllum,Myriophyllum,water-milfoil,Haloragaceae,Myriophyllum,,,,,,,,, Adolf Ceska,2007-01-01,,,Janszen 1996,BE038346, Harvey Janszen,2487,1996-07-21,BS032899,British Columbia,Lower Mainland,Cultus Lake,,49.0763888888889,-121.976111111111,False,10U,54360,5749,30 m (min.),,on rapidly flowing river over cobbles and some gravel dominated by Myrophyllum spicatum & Potamogeton crispus,population of 100 plants,
V170230,Scirpus subterminalis Torr.,Scirpus subterminalis Torr.,bulrush; water clubrush,Cyperaceae,Scirpus,subterminalis,Torr.,,,,,,, Harvey Janszen,1996-01-01,,Not Listed,Janszen 1996,BE036743, Harvey Janszen,2623B,1996-09-12,BS031694,British Columbia,Gulf Islands,Chicadee Lake; Denman Island,,49.5572222222222,-124.811111111111,False,10U,54908,3685,60 m (min.),,"in 0.3-1 m deep, peat bottom of lake beyond Carex band dominated by Scirpus acutus & Potamogeton amplifolius",population of 100 plants,
V174853,Carex viridula Michx.,Carex viridula Michx.,green sedge; sedge,Cyperaceae,Carex,viridula,Michx.,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1996,BE039238, Harvey Janszen,02626,1996-09-12,BS033624,British Columbia,Gulf Islands,Denman Island; Graham Lake,,49.5133333333333,-124.756944444444,False,10U,548579,37282,25 m (min.),,"On floating logs with Lycopus uniflorus, Carex viridula; 30 plants with Carex cusickii, Drosera rotundifolia, Mimulus moschatus, Carex arcta",,
V174847,Carex pauciflora Lightf.,Carex pauciflora Lightf.,few-flowered sedge; sedge,Cyperaceae,Carex,pauciflora,Lightf.,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1996,BE044214, Harvey Janszen,02586,1996-09-02,BS037522,British Columbia,Lower Fraser Valley,Katherine Lake,UBC Research Forest,49.3469444444444,-122.559444444444,False,10U,546589,53199,530 m (min.),,"On boggy lake shore with Utricularia vulgaris & Spirea douglasii,  Menyanthes trifoliata, Lysichiton americanum; 50 plants with Myrica gale, Kalmia polifolia, Tofieldia glutinosa, Juncus effusus, Rhynchospora alba",,
V175324,Eleocharis mamillata (Lindb.fil.) Lindb.fil.,Eleocharis mamillata (Lindb.fil.) Lindb.fil.,spike-rush,Cyperaceae,Eleocharis,mamillata,(Lindb.fil.) Lindb.fil.,,,,,,, S. Smith,2002-01-01,IDD:  20020000; Smith is from University of Wisconsin-Madison (WIS) working on a Flora of North America project,Not Listed,Janszen 1996,BE049300, Harvey Janszen,02611,1996-09-11,BS041379,British Columbia,Vancouver Island,Nanaimo River; Wolf Creek,,49.0875,-124.166666666667,False,10U,542762,41481,270 m (min.),,"In swamp dominated by Typha latifolia, Salix",,
V174854,Carex leptalea Wahlenb.,Carex leptalea Wahlenb.,bristle-stalked sedge; sedge,Cyperaceae,Carex,leptalea,Wahlenb.,,,,,,, Bruce Ford,2006-01-01,IDD:  20060000; Ford from Herbarium of the University of Manitoba (WIN),Not Listed,Janszen 1996,BE039166, Harvey Janszen,02624B,1996-09-12,BS033562,British Columbia,Gulf Islands,Denman Island; Chickadee Lake,,49.5572222222222,-124.811111111111,False,10U,549076,36901,60 m (min.),,"On floating Spaghnum mats at lake edge with Carex lasiocarpa, Dulichium arundinaceum, Rhynchospora alba; 100 plants with Drosera rotundifolia, Lycopus uniflorus",,
V175323,Bidens frondosa L.,Bidens frondosa L.,beggarticks; common beggarticks,Asteraceae,Bidens,frondosa,L.,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1996,BE047833, Harvey Janszen,02582,1996-09-01,BS040345,British Columbia,Lower Fraser Valley,Mike Lake,,49.2566666666667,-122.535,False,10U,545587,53383,230 m (min.),Golden Ears Provincial Park,"On lake shore dominated by Myrica gale, Spiraea douglasii, Carex lasiocarpa and Sphagnum spp.; 1 plant with Lycopus uniflorus, Potentilla palustris, Dulichium arundinaceum, Carex sitchensis",,
V129526,Lithospermum incisium Lehm.,Lithospermum incisium Lehm.,yellow gromwell,Boraginaceae,Lithospermum,incisium,Lehm.,,,,,,, Harvey Janszen,1984-01-01,,Not Listed,Janszen 1984,BE033746, Harvey Janszen,s.n.,1984-06-06,BS029363,British Columbia,,Ashcroft,,50.7166666666667,-121.283333333333,False,,,,,,,high gravel sagebrush slopes,
V185858,Potamogeton epihydrus Raf.,Potamogeton epihydrus Raf.,pondweed; ribbon-leaf pondweed,Potamogetonaceae,Potamogeton,epihydrus,Raf.,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1996,BE038779, Harvey Janszen,2623A,1996-09-12,BS033246,British Columbia,Gulf Islands,Denman Island,Beaver pond,49.5458333333333,-124.800555555556,False,10U,54892,3697,50 m (min.),,In open-water pond in Carex-Sphagnum fen dominated by Nuphar polysepalum and Myriophyllum spicatum.,Population of 10 plants.,
V186346,Penstemon davidsonii Greene,Penstemon davidsonii Greene,Davidson's penstemon; penstemon,Scrophulariaceae,Penstemon,davidsonii,Greene,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1997,BE059119, Harvey Janszen; Pam Janszen; Judy Jamison,2861,1997-08-23,BS048858,British Columbia,Gulf Islands,Texada Isalnd,Mount Shephard Road,49.5413888888889,-124.183888888889,False,10U,548833,41434,740 m (min.),,"On roadside rocky outcrops, in Tsuga heterophylla, Pseudotsuga  menziesii, Tsuga mertensiana community; aspect S, 40 degree slope.",HJ: Common in Catherdral Lake area.,
V186577,Polygala vulgaris L.,Polygala vulgaris L.,snakeroot,Polygalaceae,Polygala,vulgaris,L.,,,,,,, Harvey Janszen,,,Not Listed,Janszen 1999,BE059191, Harvey Janszen,2917,1999-07-07,BS048923,British Columbia,Gulf Islands,Texada Island,main Anderson Bay Rd.,49.6494444444444,-124.356388888889,False,10U,5500530,402080,390 m (min.),,"In farm meadow and on grassy roadside with Poa compressa, Poa spp., and Danthonia spicata; slope 5-10% aspect S; well-established.",HJ: about 150 clumps.,
V185857,Erythranthe nasuta (Greene) Nesom,Erythranthe nasuta (Greene) Nesom,,Phrymaceae,Erythranthe,nasuta,(Greene) Nesom,,,,,,, Curtis Bjork,2015-03-01,,,Janszen 1996,BE059260, Harvey Janszen,2559,1996-08-09,BS048977,British Columbia,Gulf Islands,Texada Island; Bobs Lake,,49.6033333333333,-124.29,False,10U,54952,4067,660 m (min.),,"In boggy meadow dominated by Ledum groenlandicum, Sphagnum spp. & Cladina sp. with Juncus falcatus.",Population of 30 plants; also with Hypericum anagalloides.,
V185854,Carex magellanica Lam. ssp. irrigua (Wahlenb.) Hiitonen,Carex magellanica Lam. ssp. irrigua (Wahlenb.) Hiitonen,poor sedge; sedge,Cyperaceae,Carex,magellanica,,irrigua,(Wahlenb.) Hiitonen,,,,, Harvey Janszen,,,Not Listed,Janszen 1996,BE052221, Harvey Janszen,2526,1996-07-23,BS043613,British Columbia,,Placid Lake,UBC Research Forest,49.3219444444444,-122.570277777778,False,10U,54631,5314,520 m (min.),,In Sphagnum mat at edge of small lake dominated by Ledum groenlandicum & Kalmia microphylla with Tofieldia glutinosa.,Population of 20 plants.,
V098615,Senecio jacobaea L.,Senecio jacobaea L.,groundsel; tansy ragwort,Asteraceae,Senecio,jacobaea,L.,,,,,,, J. Bain,1993-12-01,,Not Listed,,BE024798, Harvey Janszen,1445,1979-07-27,BS063269,British Columbia,Gulf Islands,"North Pender Island, Magic Lake Estates",,48.75,-123.266666666667,True,,,,,,Waste ground,,
V107517,Lomatium papilioniferum J.A. Alexander & W. Whaley,Lomatium papilioniferum J.A. Alexander & W. Whaley,,Apiaceae,Lomatium,papilioniferum,J.A. Alexander & W. Whaley,,,,,,, Mark Darrach,2019-02-26,,,,BE071262, Harvey Janszen,1708,1980-05-25,BS040975,British Columbia,Gulf Islands,Mount Maxwell,Saltspring Island,48.8055555555556,-123.530555555556,False,,,,,Mount Maxwell Ecological Reserve #37,rocky S facing cliffs,,
V120092,Trifolium variegatum Nutt.,Trifolium variegatum Nutt.,clover; white-tipped clover,Fabaceae,Trifolium,variegatum,Nutt.,,,,,,, Hans Roemer; Ryan Batten,2018-12-21,,Not Listed,,BE043417, Harvey Janszen,,1982-04-26,BS036858,British Columbia,,Hornby Island; Heliwell Bluffs,,49.5166666666667,-124.7,False,,,,,,Thin soil at edge of cliffs,,
V078922,Cirsium vulgare (Savi) Tenore,Cirsium vulgare (Savi) Tenore,bull thistle; thistle,Asteraceae,Cirsium,vulgare,(Savi) Tenore,,,,,,, T. Brayshaw,1974-01-01,STET G.W. Douglas 1986,Not Listed,,BE030332, Harvey Janszen,241,1973-07-20,BS026454,British Columbia,Gulf Islands,Saturna Island,,48.7833333333333,-123.15,False,,,,,,Cultivated ground; dirt roads; burned patches; and pasture land.,,
V083464,Buddleja davidii Franch.,Buddleja davidii Franch.,butterfly-bush,Buddlejaceae,Buddleja,davidii,Franch.,,,,,,, Harvey Janszen,1975-01-01,,Not Listed,,BE070777, Harvey Janszen,767,1975-08-04,BS058617,British Columbia,Vancouver Island,Mayne Island,Edith Pt. Rd,48.85,123.283333333333,True,,,,,,,,
