area,Family,TaxonName,iNatTaxon,HJ_comment,FPNW_note,critical_comments,reviewed,review_status
ogi,Poaceae,Secale cereale,Secale cereale,Introduced by Highways for road cut stabilization. All islands.,,,,remaining
ogi,Poaceae,Setaria pumila,Setaria pumila,"Bird feeder escape, not persisting Saturna HJ.",,,,remaining
ogi,Poaceae,Setaria viridis,Setaria viridis,"Introduced from bird feeders also in gardens Saturna, Galiano, Mayne. Bellhouse Park, Galiano",,,,remaining
ogi,Poaceae,Torreyochloa pallida var. pauciflora,Torreyochloa pallida pauciflora,"Standing water, ponds, wetlands. All islands.",,,,remaining
ogi,Poaceae,Trisetum canescens,Trisetum canescens,Open Fir forest throughout. All islands.,,,,remaining
ogi,Poaceae,Trisetum cernuum,Trisetum cernuum,"Alder woodlands, Fir-sword fern forest. All islands.",,,,remaining
ogi,Poaceae,Vulpia bromoides,Festuca bromoides,"Dry meadow, disturbed ground and roadsides. All islands.",,,AS,complete
ogi,Poaceae,Vulpia microstachys,Festuca microstachys,Roadsides and disturbed areas. All islands.,,,AS,complete
ogi,Poaceae,Vulpia myuros,Festuca myuros,Roadsides and disturbed areas. All islands.,,,AS,complete
ogi,Poaceae,Zizania aquatica,Zizania aquatica,TRA North Pender probably introduced. Persistant? Possibly Z. palustris? No herbarium record.,,,,remaining
ogi,Polemoniaceae,Collomia heterophylla,Collomia heterophylla,"Open ground, dirt roads, all islands.",,,,remaining
ogi,Polemoniaceae,Leptosiphon bicolor,Leptosiphon bicolor,"Open grassy bluffs and ridges, all islands.",,,,remaining
ogi,Polemoniaceae,Leptosiphon minimus,Leptosiphon minimus,"Taylor Bodega Ridge, Galiano 2006.",,,,remaining
ogi,Polemoniaceae,Microsteris gracilis,Microsteris gracilis,"Open bluffs, grassy roadsides, dirt roads, Saturna, Mayne, Galiano.",,,,remaining
ogi,Polemoniaceae,Navarretia squarrosa,Navarretia squarrosa,"Open ground, fields, and roadsides, all islands.",,,AS,complete
ogi,Polygonaceae,Fallopia convolvulus,Fallopia convolvulus,"Gardens, waste ground, disturbed ground. All islands.",,,,remaining
ogi,Polygonaceae,Fallopia japonica,Reynoutria japonica,AS roadside Georgeson Bay Road Galiano 2016. HJ N Pender roadside 1983.,,,,remaining
ogi,Polygonaceae,Fallopia sachalinensis,Reynoutria sachalinensis,"Roadside HJ Mayne 1979, HJ also North Pender. J Macoun Mayne 1914.",,,,remaining
ogi,Polygonaceae,Persicaria amphibia,Persicaria amphibia,"Ponds, wetlands, lake edges. All islands.",,,,remaining
ogi,Polygonaceae,Persicaria lapathifolia,Persicaria lapathifolia,"Disturbed ground, gardens. All islannds.",,,,remaining
ogi,Polygonaceae,Persicaria maculosa,Persicaria maculosa,"Disturbed ground, gardens, wet meadows. All islands.",,,,remaining
ogi,Polygonaceae,Persicaria wallichii,Persicaria wallichii,"Fields in Village Bay, Mayne HJ 1983. Listed by Invasive Species Council of BC.",,,,remaining
ogi,Polygonaceae,Polygonum aviculare,Polygonum aviculare,"Open, waste places, hard-packed soil and disturbed cultivated land; a common and aggressive weed throughout;",,,,remaining
ogi,Polygonaceae,Polygonum fowleri,Polygonum fowleri,"Beaches, salt marsh edges, all islands.",,,,remaining
ogi,Polygonaceae,Polygonum nuttallii,Polygonum nuttallii,"HLR 2000 Gowland Point S Pender exposed site, open to SE winds and salt spray, partly bare soil and rubble.",,,,remaining
ogi,Polygonaceae,Polygonum spergulariiforme,Polygonum spergulariiforme,"Bluffs, grassy rocky south facing slopes. All islands.",,,,remaining
ogi,Polygonaceae,Pterostegia drymarioides,Pterostegia drymarioides,"Bahati iNaturalist observation Bellhouse Park, Galiano 2021.",not in FPNW2,,,remaining
ogi,Polygonaceae,Rumex acetosella,Rumex acetosella,"Grassy bluffs, roadside, cultivated and disturbed ground. All islands.",,,,remaining
ogi,Polygonaceae,Rumex conglomeratus,Rumex conglomeratus,"Disturbed ground, wetlands. All islands.",,,,remaining
ogi,Polygonaceae,Rumex crispus,Rumex crispus,"Gardens, cultivated ground. All islands.",,,,remaining
ogi,Polygonaceae,Rumex maritimus,Rumex maritimus,Tumbo salt marsh HJ 1979.,,,,remaining
ogi,Polygonaceae,Rumex obtusifolius,Rumex obtusifolius,"Roadside, wet wasteland, gardens. All islands.",,,,remaining
ogi,Polygonaceae,Rumex occidentalis,Rumex occidentalis,"Salt marshes. Saturna, Boot Cove. Parker HJ. TRA S Pender Spaldings landing 1959",,,,remaining
ogi,Polygonaceae,Rumex salicifolius,Rumex salicifolius,"Beaches, driftwood, occasional in fresh water. All islands.Forrest Island HJ.",,,,remaining
ogi,Polypodiaceae,Polypodium glycyrrhiza,Polypodium glycyrrhiza,"Shaded north slopes, mossy rocks, tree trunks; common throughout all islands. Occasional on small rocky islets",,,,remaining
ogi,Portulacaceae,Portulaca oleracea,Portulaca oleracea,"Gardens and waste ground. Saturna, North Pender.",,,,remaining
ogi,Potamogetonaceae,Potamogeton amplifolius,Potamogeton amplifolius,Galiano Laughlin Lake. North Pender Magic Lake.,,,,remaining
ogi,Potamogetonaceae,Potamogeton berchtoldii,Potamogeton berchtoldii,"Shallow ponds and lakes, all islands.",,,,remaining
ogi,Potamogetonaceae,Potamogeton crispus,Potamogeton crispus,"Shallow pond below Mt David, Saturna.",,,,remaining
ogi,Potamogetonaceae,Potamogeton foliosus,Potamogeton foliosus,"Magic Lake NP, Greenburn Lake SP",,,,remaining
ogi,Potamogetonaceae,Potamogeton gramineus,Potamogeton gramineus,Erickson & Gates Laughlin Lake Galiano. date?,,"""Potamogeton gramineus - Note says native to Europe, which is true, but it is also a native to N.A. including BC"" FL",FL,in progress
ogi,Potamogetonaceae,Potamogeton natans,Potamogeton natans,Shallow standing waters and lakes all islands,,,,remaining
ogi,Potamogetonaceae,Potamogeton oakesianus,Potamogeton oakesianus,"Single location, Farm pond below east slope of Mt Sutil. Re-check voucher. QC note: single P. oakesianus specimen at UBC has recently been redetermined as P. gramineus, and its been suggested that P. oakesianus does not occur in BC",,"""The identity of this collection was stalled when the virus hit. I believe this species was never in BC."" FL ""The id was Adolf Ceska’s, I have a note to recheck at V."" –HJ; ""At the UBC herbarium, I looked at some loan material from V recently. Among the sheets I borrowed was Potamogeton oakesianus from Galiano and Steelhead, BC. I annotated these two specimens to Potamogeton gramineus.  They appear to be narrow-leaved forms, sometimes called P. gramineus var. myriophyllus. But today, this is just thought to be part of the tremendous morphological variation of this species."" FL; Delete this record –AS","HJ, FL, AS",in progress
ogi,Potamogetonaceae,Potamogeton praelongus,Potamogeton praelongus,"K Wall Buck Lake, N Pender 2020. iNaturalist post.",,,,remaining
ogi,Potamogetonaceae,Potamogeton pusillus,Potamogeton pusillus,PDW N Pender 1977.,,,,remaining
ogi,Potamogetonaceae,Potamogeton robbinsii,Potamogeton robbinsii,"Shallow lake below Mt. David, Saturna.",,,,remaining
ogi,Potamogetonaceae,Stuckenia filiformis,Stuckenia filiformis,"Tumbo Island in deep, brackish pools.",,,,remaining
ogi,Primulaceae,Cyclamen hederifolium,Cyclamen hederifolium,"Moser Graveyard, Galiano. Persisting and marginally naturalizing Saturna.",,,,remaining
ogi,Primulaceae,Dodecatheon hendersonii,Primula hendersonii,"HJ Dionisio Point, Galiano 1975, Krug Phillimore Point, Galiano 2017. AS Not common on islands.",,Primula,AS,in progress
ogi,Primulaceae,Dodecatheon pulchellum var. macrocarpum,Primula pauciflora macrocarpa,"Wet, grassy places. HJ seep on grassy cliffs above sea East Point, Saturna 1974. HJ Bellhouse Park, Galiano 1983.",,Primula,AS,in progress
ogi,Primulaceae,Lysimachia arvensis,Lysimachia arvensis,"Disturbed ground, often where water pools, all islands.",,,AS,complete
ogi,Primulaceae,Lysimachia europaea,Lysimachia europaea,"HJ Cranberry Swamp, Saturna 1975, Sphagnum Bog, Galiano 1975.",,name?,AS,in progress
ogi,Primulaceae,Lysimachia latifolia,Lysimachia latifolia,"Shady, open upland forest, all islands.",,,AS,complete
ogi,Primulaceae,Lysimachia maritima,Lysimachia maritima,"HJ Whalers Bay, Galiano mud flats 1979.",,,AS,complete
ogi,Primulaceae,Lysimachia minima,Lysimachia minima,"HJ vernal pools Mayne, Saturna 1984. Macoun Mayne 1914. FL Valdes Island 2008. AS Galiano 2020.",,,AS,complete
ogi,Primulaceae,Lysimachia thyrsiflora,Lysimachia thyrsiflora,"TRA Roe Lake NP, HJ Greenburn Lake, S Pender 1975. HJ Sphagnum bog Galiano 1981.",,,AS,complete
ogi,Pteridaceae,Adiantum aleuticum,Adiantum aleuticum,"All main islands. Shady stream valleys and waterfalls, seasonal creek outlets on shorelines. Always associated with activly flowing water.",,,AS,complete
ogi,Pteridaceae,Aspidotis densa,Aspidotis densa,Saturna mossy north slope meadow Mt. Fisher. Valdes in seepy herbaceous communities on the northeast coast,,,AS,complete
ogi,Pteridaceae,Pentagramma triangularis,Pentagramma triangularis,South facing rocky ledges. All islands.,,,,remaining
ogi,Ranunculaceae,Actaea rubra,Actaea rubra,"Galiano not relocated. HJ creek in Georgeson Bay 1981, Morgan same 1935.",,,,remaining
ogi,Ranunculaceae,Aquilegia formosa,Aquilegia formosa,"Shady disturbed forest, roadsides. All islands.",,,AS,complete
ogi,Ranunculaceae,Aquilegia vulgaris,Aquilegia vulgaris,Persisting in old and abandoned gardens.,,,,remaining
ogi,Ranunculaceae,Clematis vitalba,Clematis vitalba,"HJ Miners Bay Road, Mayne. Huggins Galiano 2019.",,,,remaining
ogi,Ranunculaceae,Delphinium ajacis,Consolida ajacis,"HJ Willey Point, N Pender, Galiano Lodge, Galiano. Escaping into waste areas. Henry reported from Mayne.",,,,remaining
ogi,Ranunculaceae,Delphinium menziesii,Delphinium menziesii,"Coastal bluffs, grassy meadows, and wooded dry places, all islands.",,,,remaining
ogi,Ranunculaceae,Halerpestes cymbalaria,Halerpestes cymbalaria,"HJ Lyall Creek mud flats, Saturna 1975, Horton Bay mudflats , Mayne 1976",,,,remaining
ogi,Ranunculaceae,Helleborus foetidus,Helleborus foetidus,Marginally escaping Saturna. No collections.,,,,remaining
ogi,Ranunculaceae,Myosurus minimus,Myosurus minimus,"Winter Cove Park, Georga Strait shoreline, East Point, Tumbo Saturna, HJ. FL Montague park picnic area, Galiano 2014. JP Drummond Bay, S Pender.FL Prevost Island 2004.",,,,remaining
ogi,Ranunculaceae,Ranunculus acris,Ranunculus acris,"Roadsides and meadows, all islands.",,,AS,complete
ogi,Ranunculaceae,Ranunculus aquatilis,Ranunculus aquatilis,"Lakes and Ponds, all islands.",,assess in light of recent taxonomic revisions,AS,in progress
ogi,Ranunculaceae,Ranunculus californicus,Ranunculus californicus,"Questionable population in disturbed Fir forest adjacent to farm field, Saturna. Could be Ranunculus x-heimburgerae Brayshaw ??",,,,remaining
ogi,Ranunculaceae,Ranunculus flammula,Ranunculus flammula,"Lake shores and standing water at fen edges, Saturna, Mayne, Galiano, S Pender",,Also found on Prevost Island (HJ7 journal observation),AS,complete
ogi,Ranunculaceae,Ranunculus occidentalis var. occidentalis,Ranunculus occidentalis occidentalis,"Ridges, forest edges, dry meadows, all islands.",,,AS,complete
ogi,Ranunculaceae,Ranunculus orthorhynchus,Ranunculus orthorhynchus,"Moist fields and marsh edges, Saturna, Samuel",,,,remaining
ogi,Ranunculaceae,Ranunculus parviflorus,Ranunculus parviflorus,"Frank Lomer collection from Port Washington on North Pender Island May 6, 2003.",,,,remaining
ogi,Ranunculaceae,Ranunculus repens,Ranunculus repens,"Moist areas, meadows, lawns, all islands..",,,AS,complete
ogi,Ranunculaceae,Ranunculus sardous,Ranunculus sardous,"HJ Dry meadow North Galiano 1982, HJ Whalers Bay log dump 1986. AS Galiano 2016, 2018.",,,AS,complete
ogi,Ranunculaceae,Ranunculus uncinatus,Ranunculus uncinatus,"Wet meadow, logging roads, wetland edges, all islands.",,,AS,complete
ogi,Ranunculaceae,Thalictrum occidentale,Thalictrum occidentale,"HJ observation sterile single in woods above Browning Harbour, N Pender. No collection.",,,,remaining
ogi,Rhamnaceae,Ceanothus sanguineus,Ceanothus sanguineus,"Rocky ridges, Saturna, Galiano",,,,remaining
ogi,Rhamnaceae,Frangula purshiana,Frangula purshiana,"Forest understory and margins, Galiano, Mayne, N Pender.",,,,remaining
ogi,Rosaceae,Amelanchier alnifolia,Amelanchier alnifolia semiintegrifolia,"Open woods, hillsides, and roadsides; common throughout, all islands.",,= Amelanchier florida = Amelanchier alnifolia var. semiintegrifolia?,AS,in progress
ogi,Rosaceae,Aphanes arvensis,Alchemilla arvensis,"FL Prevost Island, Selby Point 2004, AS Bluffs Park, Galiano 2017",,some authorities appear to have synonymized A. arvensis and A. occidentalis? = Alchemilla arvensis?,AS,in progress
ogi,Rosaceae,Aphanes australis,Alchemilla australis,"FL N Pender Otter Bay Marina 2003, S Pender Spaldng Road 2006.",,,,remaining
ogi,Rosaceae,Aphanes occidentalis,Alchemilla arvensis,"Open, dry ground; FL Brooks Point, S Pender 2003, FL Prevost Island 2004, Starzomski, Bellhouse Park, Galiano 2019.",,some authorities appear to have synonymized A. arvensis and A. occidentalis? = Alchemilla arvensis?,AS,in progress
ogi,Rosaceae,Comarum palustre,Comarum palustre,"HJ Sphagnum Bog, Galiano 1975. Greenburn Lake, S Pender 1975",,,,remaining
ogi,Rosaceae,Cotoneaster spp.,Cotoneaster,"C. dielsiana, franchetii, horizontalis, simonsii reported for Galiano. Horizontalis occasional other islands. C. salicifolius Saturna.",,,,remaining
ogi,Rosaceae,Crataegus douglasii,Crataegus douglasii,"Coastal bluffs, meadow lands, open forests, and thickets; rare all islands.",,,,remaining
ogi,Rosaceae,Crataegus laevigata,Crataegus laevigata,"Occasional seed reproduction Saturna Beach area, Saturna. Baxter N Pender iNaturalist report 2020.",,,,remaining
ogi,Rosaceae,Crataegus monogyna,Crataegus monogyna,Escapee from cultivation and well established in many areas all islands.,,,,remaining
ogi,Rosaceae,Drymocallis glandulosa,Drymocallis glandulosa,"Ledge in vertical sandstone cliff just above sea Old Point, Saturna 1993.",,,,remaining
ogi,Rosaceae,Fragaria chiloensis,Fragaria chiloensis,"HJ Porlier Pass, Galiano 1975.",,,,remaining
ogi,Rosaceae,Fragaria vesca ssp. californica,Fragaria vesca californica,"Wooded areas, streambanks, and open grassland; common throughout, all islands.",,,,remaining
ogi,Rosaceae,Geum macrophyllum,Geum macrophyllum,"Moist, shady ground; widely distributed throughout. All islands.",,,,remaining
ogi,Rosaceae,Holodiscus discolor var. discolor,Holodiscus discolor discolor,"Mesic forest, roadsides, all islands.",,,,remaining
ogi,Rosaceae,Malus fusca,Malus fusca,"Moist woods, banks, and margins of lakes, all islands. Forming an unusual swamp community with Populus tremuloides in the wet interior of Cabbage Island.",,,AS,complete
ogi,Rosaceae,Malus pumila,Malus domestica,"Occasional seedling roadside and farm fields, Saturna, Galiano.",,,,remaining
ogi,Rosaceae,Oemleria cerasiformis,Oemleria cerasiformis,"Open woods, roadsides Saturna, Galiano; rare on Outer Gulf Islands",,,,remaining
ogi,Rosaceae,Physocarpus capitatus,Physocarpus capitatus,"Moist woods, streambanks and lake margins, all islands.",,,,remaining
ogi,Rosaceae,Potentilla anglica,Potentilla anglica,FL Prevost Island few patches in wet meadow dominated by Agrostis sp. 30 April 2004,,,,remaining
ogi,Rosaceae,Potentilla anserina ssp. pacifica,Argentina pacifica,"Mud flats, wet meadowland, margins of ponds and streams; alll islands.",,,,remaining
ogi,Rosaceae,Potentilla gracilis var. gracilis,Potentilla gracilis gracilis,"Grassy point, Port Washington, N Pender HJ 1981.",,,,remaining
ogi,Rosaceae,Potentilla norvegica,Potentilla norvegica,"HJ Sunshine Farm, Galiano 1975, DL51 Galiano 1979. On deep, peaty soils.",,,,remaining
ogi,Rosaceae,Potentilla recta,Potentilla recta,"Saturna Beach area, General Store, Saturna HJ 1975-2015. Georgina Point, Mayne HJ. Areas where hay from eastern Washington has been fed. Heffley Galiano 2020. Listed by the Invasive Species Council of BC.",,,,remaining
ogi,Rosaceae,Poteridium annuum,Sanguisorba annua,Mayne location?,,,,remaining
ogi,Rosaceae,Poterium sanguisorba,Sanguisorba minor,"Waste places, disturbed ground, all islands.",,,,remaining
ogi,Rosaceae,Prunus avium,Prunus avium,"Occasional seedlings Saturna, Galiano",,,,remaining
ogi,Rosaceae,Prunus cerasifera,Prunus cerasifera,Chaisson dry forest Montague Harbour Park Galiano 2019. Roadside iNaturalist report Port Washington 2021.,,,,remaining
ogi,Rosaceae,Prunus domestica,Prunus domestica,"Occaasional hedgerows, roadsides, Saturna, Galiano. On Lomer & Penny's non-established list.",,"on list of non-established BC plants (AS); we still have retained on the established flora, with the following description. “Rare garden escape, primarily San Juan, also Skull, Blind, and Matia” (PD).",,in progress
ogi,Rosaceae,Prunus emarginata,Prunus emarginata,"Moist, northern slope forest, all islands.",,,,remaining
ogi,Rosaceae,Prunus laurocerasus,Prunus laurocerasus,"HJ N Pender 1975, in fir-sword fern forest. AS Galiano 2016.",,,,remaining
ogi,Rosaceae,Prunus pugetensis,Prunus × pugetensis,"FL Sturdies Bay, Rough backyard lot full of Bromus sterilis with Arbutus menziesii, Pseudotsuga menziesii 2014.",,,,remaining
ogi,Rosaceae,Prunus virginiana,Prunus virginiana,"Occasional bluffs, ledges and cliffs, all islands",,,,remaining
ogi,Rosaceae,Pyrus communis,Pyrus communis,"Occasional hedgerow seedling Galiano, Saturna.",,,,remaining
ogi,Rosaceae,Rosa canina,Rosa canina,"Zika S Pender hedgerows, disturbed meadow 2003. AS Penfold Rd, Galiano.",,,,remaining
ogi,Rosaceae,Rosa gymnocarpa,Rosa gymnocarpa,"Mesic forest throughout, all islands.",,,,remaining
ogi,Rosaceae,Rosa nutkana,Rosa nutkana,"Wetland edges, shoreline wet spots, all islands.",,,,remaining
ogi,Rosaceae,Rosa pisocarpa,Rosa pisocarpa,TRA Gossip Island,,,,remaining
ogi,Rosaceae,Rosa rubiginosa,Rosa rubiginosa,"Farm fields, hedgerows, occasionally spreading into forest, all islands.",,,,remaining
ogi,Rosaceae,Rubus armeniacus,Rubus armeniacus,Question if can be separated from bifrons-discolor.,,,,remaining
ogi,Rosaceae,Rubus bifrons,Rubus bifrons,"Farm fields, meadow, disturbed forest, all islands.",,,,remaining
ogi,Rosaceae,Rubus laciniatus,Rubus laciniatus,"Disturbed forest, farm fields, all islands.",,,,remaining
ogi,Rosaceae,Rubus leucodermis,Rubus leucodermis,"Disturbed forest, forest edges, all islands.",,,,remaining
ogi,Rosaceae,Rubus nutkanus,Rubus parviflorus,"Damp, shady woods, all islands.",,,,remaining
ogi,Rosaceae,Rubus spectabilis,Rubus spectabilis,"Borders of woods and open to wooded, moist areas, all islands.",,,,remaining
ogi,Rosaceae,Rubus ursinus,Rubus ursinus,"Farm fields, meadow, disturbed forest, all islands.",,,,remaining
ogi,Rosaceae,Sorbus aucuparia,Sorbus aucuparia,"Occasional escapee from cultivation. Farm fields, settled areas. All islands.",,,,remaining
ogi,Rosaceae,Spiraea douglasii,Spiraea douglasii,"Swamps, bogs, lake margins, and wet, swampy places; rare on Saturna.",,,,remaining
ogi,Rubiaceae,Galium aparine,Galium aparine,"Lowland disturbed forest, woodland, all islands.",,,,remaining
ogi,Rubiaceae,Galium mollugo,Galium mollugo,"HJ Rees' farm fields, Galiano 1975",,,,remaining
ogi,Rubiaceae,Galium trifidum,Galium trifidum,"Fens, ponds, quiet standing water, all islands.",,,,remaining
ogi,Rubiaceae,Galium triflorum,Galium triflorum,"Open mesic forest, all islands.",,,,remaining
ogi,Rubiaceae,Galium verum,Galium verum,"HJ Cemetary, Golf Course N Pender 1975, FL meadow, Prevost Island 2004.",,,,remaining
ogi,Rubiaceae,Sherardia arvensis,Sherardia arvensis,"Waste ground, lawns, roadside, also open, grassy bluffs, all islands.",,,,remaining
ogi,Ruppiaceae,Ruppia maritima,Ruppia maritima,"Brackish, shoreline marshes Tumbo, Saturna and South Pender.",,,,remaining
ogi,Salicaceae,Populus nigra,Populus nigra,"Galiano - Georgeson Bay Road planted as a wind-break. Not aware of it anywhere else, though I should pay more attention along Burril Road…AS",,,,remaining
ogi,Salicaceae,Populus tremuloides,Populus tremuloides,"Occasional dry ridges, shoreline benchs, all islands",,,,remaining
ogi,Salicaceae,Populus trichocarpa,Populus trichocarpa,Very occasional near wetlands. All islands.,,,,remaining
ogi,Salicaceae,Salix hookeriana,Salix hookeriana,"Rocky bluffs near salt water and other maritime habitats. Saturna, Galiano, South Pender.",,,,remaining
ogi,Salicaceae,Salix lasiandra,Salix lasiandra,"Along banks, wet swales and margins of lakes. All islands. HRL 1995 Galiano collection at V as S. lucida Muhl.",,,,remaining
ogi,Salicaceae,Salix prolixa,Salix prolixa,Galiano location? QC says needs check.,,,,remaining
ogi,Salicaceae,Salix scouleriana,Salix scouleriana,"Lowland forest, along streams and wet places. All islands.",,,,remaining
ogi,Salicaceae,Salix sepulcralis,Salix × sepulcralis,Galiano location? Source? On Lomer & Penny's non-established list.,,,,remaining
ogi,Salicaceae,Salix sitchensis,Salix sitchensis,Ripparian and lake shores. All islands.,,,,remaining
ogi,Salviniaceae,Azolla filiculoides,Azolla filiculoides,"HJ Saturna 1998. In Typha latifolia fen and on open, fresh water mud flats; with Scirpus microcarpus, Chenopodium rubrum, Veronica beccabunga, Atriplex patula, & Oenanthe sarmentosa.",,,,remaining
ogi,Santalaceae,Arceuthobium douglasii,Arceuthobium douglasii,Colwell high in Pseudosuga menziiesii north side Galiano. CPNWH nearest records Cascades and east. Possible location Saturna - recheck.,,,,remaining
ogi,Sapindaceae,Acer glabrum var. douglasii,Acer glabrum douglasii,"Moist woods, rocky slopes, shores; all islands.",,,AS,complete
ogi,Sapindaceae,Acer macrophyllum,Acer macrophyllum,"On edges of coniferous forest, damp woods, shoreline slopes; all islands.",,,"AS, FL",complete
ogi,Sapindaceae,Aesculus hippocastanum,Aesculus hippocastanum,Galiano location? Not spreading from purpose planted trees in moist lowland forest Saturna.,,,,remaining
ogi,Saxifragaceae,Heuchera micrantha var. diversifolia,Heuchera micrantha diversifolia,"Moist, rocky slopes, crevices, all islands.",,,,remaining
ogi,Saxifragaceae,Lithophragma glabrum,Lithophragma glabrum,"Exposed, grassy bluffs, all islands.",,,AS,complete
ogi,Saxifragaceae,Lithophragma parviflorum,Lithophragma parviflorum,"Open, rocky places and rocky outcrops; occasionally meadows, all islands.",,,AS,complete
ogi,Saxifragaceae,Micranthes integrifolia,Micranthes integrifolia,"Grassy bluffs with seepage, all islands.",,,,remaining
ogi,Saxifragaceae,Micranthes rufidula,Micranthes rufidula,"Mossy rock outcrops with seepage; Saturna, Galiano",,,,remaining
ogi,Saxifragaceae,Saxifraga cespitosa,Saxifraga cespitosa,"Steep, shaded rocky slopes with seepage, all islands.",,,,remaining
ogi,Saxifragaceae,Tellima grandiflora,Tellima grandiflora,"Damp, shady woods, valley bottoms, throughout. All islands.",,,AS,complete
ogi,Saxifragaceae,Tiarella trifoliata var. laciniata,Tiarella trifoliata laciniata,"Wet lowland forest, stream valleys, all islands.",,,AS,complete
ogi,Saxifragaceae,Tiarella trifoliata var. trifoliata,Tiarella trifoliata trifoliata,"Wet lowland forest, stream valleys, all islands. Most common var of T. t.",,,AS,complete
ogi,Saxifragaceae,Tiarella trifoliata var. unifoliata,Tiarella trifoliata unifoliata,"Wet lowland forest, stream valleys.occasional all islands, var trifoliata generally most common.",,,AS,complete
ogi,Saxifragaceae,Tolmiea menziesii,Tolmiea menziesii,Innes Galiano 2017 location? iNat observation withdrawn - remove?,,,,remaining
ogi,Scrophulariaceae,Buddleja davidii,Buddleja davidii,"Escaping into dry, open fir forest Mayne, Galiano, S Pender. Adventive on Brackman and Cabbage.",,,,remaining
ogi,Scrophulariaceae,Scrophularia californica,Scrophularia californica,"Davidson Mayne 1915, HJ relocated 1975.",,,,remaining
ogi,Scrophulariaceae,Verbascum blattaria,Verbascum blattaria,Saturna appeared on fresh plowed ground that had been pasture for 40+ years.,,,,remaining
ogi,Scrophulariaceae,Verbascum phlomoides,Verbascum phlomoides,"HJ farm fields where hay fed, Galiano 1981; also S.Street garden and Galiano Lodge building site. Taylor Sturdies Bay roadside, Galiano 1992. Widespread on Galiano 2020. Look for hybrids with thapsus - Verbascum ×kerneri",,,,remaining
ogi,Scrophulariaceae,Verbascum thapsus,Verbascum thapsus,"Roadsides and waste places; spreading onto grassy bluffs, all islands.",,,,remaining
ogi,Selaginellaceae,Selaginella wallacei,Selaginella wallacei,"South facing, exposed rocky bluffs and slopes; all islands, common throughout.",,,,remaining
ogi,Solanaceae,Datura stramonium,Datura stramonium,"Occasional waste ground Galiano, Saturna.",,,,remaining
ogi,Solanaceae,Solanum dulcamara,Solanum dulcamara,"Fens, wetland edges, Saturna, S Pender, N Pender",,,,remaining
ogi,Solanaceae,Solanum nigrum,Solanum nigrum,"Waste ground, all islands. Recheck collections at V americanum/nigrum",,,,remaining
ogi,Solanaceae,Solanum physalifolium var. nitidibaccatum,Solanum physalifolium nitidibaccatum,"Disturbed ground, roadsides, all islands.",,,,remaining
ogi,Solanaceae,Solanum rostratum,Solanum rostratum,"HJ Disturbed ground around a burn scar Saturna 2019. iNaturalist obs Bayview Rd, Mayne 2019.",,,,remaining
ogi,Taxaceae,Taxus brevifolia,Taxus brevifolia,"Occasional, scattered throughout mesic forest. All islands",,,AS,complete
ogi,Thymelaeaceae,Daphne laureola,Daphne laureola,"Spreading into mesic forest, all islands.",,,,remaining
ogi,Typhaceae,Sparganium angustifolium,Sparganium angustifolium,"Magic Lake, east end shallows, N. Pender.",,,,remaining
ogi,Typhaceae,Sparganium emersum,Sparganium emersum,"Quiet water, lakes and ponds. All islands.",,,,remaining
ogi,Typhaceae,Sparganium natans,Sparganium natans,AS Great Beaver Swamp Galiano 2018.,,,,remaining
ogi,Typhaceae,Typha angustifolia,Typha angustifolia,"FL 2014 Galiano Island, property at 10825 Porlier Pass Road. Habitat: Margin of deep pond in old clearcut area, with Juncus articulatus. Erhard Laughlin Lake, Galiano 2013 iNaturalist observation.",,,AS,complete
ogi,Typhaceae,Typha latifolia,Typha latifolia,"Shallow standing water, all islands.",,,AS,complete
ogi,Ulmaceae,Ulmus alata,Ulmus alata,"Lions Field, Galiano 2016 Bioblitz. Established? Huggins Burrill Rd, Galiano 2016.",not in FPNW2,,,remaining
ogi,Urticaceae,Urtica dioica,Urtica dioica,Moist ground in wooded or shady areas; common throughout. All islands. vars?,,=Urtica gracilis ssp. gracilis?,AS,in progress
ogi,Urticaceae,Urtica urens,Urtica urens,"Occasional weed in gardens and disturbed places, seen but not persisting Saturna.",,,,remaining
ogi,Viburnaceae,Sambucus racemosa var. arborescens,Sambucus racemosa arborescens,"Open woods, thickets, along the roadsides and edges of woods, all islands.",,,,remaining
ogi,Violaceae,Viola adunca,Viola adunca,"Grassy bluffs and ridges, Saturna, Mayne.",,,AS,complete
ogi,Violaceae,Viola macloskeyi,Viola macloskeyi,"HJ Boggy fields, MonarchHead, Saturna. Also occasional in sedge fens Saturna. HLR, AS Sphagnum Bog Galiano.",,,AS,complete
ogi,Violaceae,Viola odorata,Viola odorata,"Persisting in old flower beds and spreading into lawns. Saturna, Straley Retreat Cove, Galiano 1989. FL S Pender 2006.",,,AS,complete
ogi,Violaceae,Viola palustris,Viola palustris,"Fens, marshes, all islands.",,,AS,complete
ogi,Violaceae,Viola sempervirens,Viola sempervirens,"Open upland forest, all islands.",,,AS,complete
ogi,Zosteraceae,Phyllospadix scouleri,Phyllospadix scouleri,Collected from Saturna but probably throughout.,,,,remaining
ogi,Zosteraceae,Zostera japonica,Zostera japonica,"Phillimore Point, Morning Beach, Galiano.",,,AS,complete
ogi,Zosteraceae,Zostera marina,Zostera marina,Common throughout shallow sandy bays and shorelines.,,,AS,complete
