area,Family,TaxonName,iNatTaxon,HJ_comment,FPNW_note,critical_comments,reviewed,review_completed,Name.Status,Referred.iNaturalist.Id,Referred.iNaturalist.Name,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,subspecies,variety
ssi,Isoetaceae,Isoetes tenella,Isoetes tenella,"Shallow water, shoreline St. Mary's Lake.",,,,remaining,accepted,144238,Isoetes tenella,Plantae,Tracheophyta,,,Lycopodiopsida,,,Isoetales,,,,Isoetaceae,,,Isoetes,tenella,,
ssi,Juncaceae,Juncus acuminatus,Juncus acuminatus,Fens and wetlands throughout. Collections Bullocks and Cusheon Lakes.,,,,remaining,accepted,77549,Juncus acuminatus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,acuminatus,,
ssi,Juncaceae,Juncus alpinoarticulatus,Juncus alpinoarticulatus,"St Mary Lake MCM and A&OC. V168274 Date: Sat, 14 Sep 1974 00:00:00 GMT Collector: Adolf Ceska; Oldriska Ceska",,,,remaining,accepted,164252,Juncus alpinoarticulatus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,alpinoarticulatus,,
ssi,Juncaceae,Juncus articulatus,Juncus articulatus,Fens and wet places throughout.,,,,remaining,accepted,77552,Juncus articulatus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,articulatus,,
ssi,Juncaceae,Juncus balticus,Juncus balticus,"Wet meadows, shoreline wetlands.",,,,remaining,accepted,58347,Juncus balticus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,balticus,,
ssi,Juncaceae,Juncus bolanderi,Juncus bolanderi,Roadside ditches and wetlands common throughout.,,,,remaining,accepted,77553,Juncus bolanderi,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,bolanderi,,
ssi,Juncaceae,Juncus bufonius,Juncus bufonius,"Common throughout on wet, disturbed ground.",,,,remaining,accepted,57107,Juncus bufonius,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,bufonius,,
ssi,Juncaceae,Juncus conglomeratus,Juncus conglomeratus,Zika roadside ditch Channel Ridge 2003.,,,,remaining,accepted,204335,Juncus conglomeratus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,conglomeratus,,
ssi,Juncaceae,Juncus effusus ssp. effusus,Juncus effusus effusus,"Common fens, wet meadows and fields throughout.",,"""Maybe follow the FPNW and list it as ssp. effusus from Europe. Subspecies solutus from east N.A. may also be in the area"" FL —""I have definitely been observing multiple ssp of Juncus effusus around, inc. Je.solutus, J.e.pacificus, and J.e.effusus. The list should be updated to included record of all these infrataxa—how to update comments?""",,remaining,accepted,79961,Juncus effusus effusus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,effusus,Juncus effusus effusus,
ssi,Juncaceae,Juncus effusus ssp. pacificus,Juncus effusus pacificus,"Common fens, wet meadows and fields throughout.",,"""Maybe follow the FPNW and list it as ssp. effusus from Europe. Subspecies solutus from east N.A. may also be in the area"" FL —""I have definitely been observing multiple ssp of Juncus effusus around, inc. Je.solutus, J.e.pacificus, and J.e.effusus. The list should be updated to included record of all these infrataxa—how to update comments?""",,remaining,accepted,57108,Juncus effusus pacificus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,effusus,Juncus effusus pacificus,
ssi,Juncaceae,Juncus ensifolius,Juncus ensifolius,"Common fens, wet meadows and fields throughout.",,,,remaining,accepted,77569,Juncus ensifolius,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,ensifolius,,
ssi,Juncaceae,Juncus gerardii,Juncus gerardi,"Bedwell Harbour, Booth canal, ocean shore wetlands.",,,,remaining,unaccepted,320881,Juncus gerardi,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,gerardi,,
ssi,Juncaceae,Juncus supiniformis,Juncus supiniformis,A&OC Roberts Lake 1978.,,,,remaining,accepted,77594,Juncus supiniformis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,supiniformis,,
ssi,Juncaceae,Juncus tenuis,Juncus tenuis,"Moist meadows, farm fields throughout.",,,,remaining,accepted,69930,Juncus tenuis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,tenuis,,
ssi,Juncaceae,Luzula campestris,Luzula campestris,RDB Mt Belcher 1971. Zika Ruckle Park sunny roadside 2010.,,,,remaining,accepted,55795,Luzula campestris,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Luzula,campestris,,
ssi,Juncaceae,Luzula comosa var. laxa,Luzula comosa laxa,Along Dubois Road near Musgrave Road and Beaver Point Zika 2010. Mt Belcher R. Bird 1971.,,,,remaining,accepted,81080,Luzula comosa laxa,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Luzula,comosa,,Luzula comosa laxa
ssi,Juncaceae,Luzula macrantha,Luzula macrantha,Mt Maxwell and Mouat Park R. Bird 1971. Zika near Ruckle Park 2010.,,,,remaining,accepted,890625,Luzula macrantha,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Luzula,macrantha,,
ssi,Juncaceae,Luzula multiflora,Luzula multiflora,"Open coniferous forests, lakeshore, bogs.",,,,remaining,accepted,164948,Luzula multiflora,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Luzula,multiflora,,
ssi,Juncaceae,Luzula parviflora,Luzula parviflora,"TRA Beaver Point, HJ Maxwell Creek and Duck Creek",,,,remaining,accepted,77897,Luzula parviflora,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Luzula,parviflora,,
ssi,Juncaceae,Luzula subsessilis,Luzula subsessilis,RDB Mt Erskin 1971 and Ruckel Park 1971.,,,,remaining,accepted,77901,Luzula subsessilis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Luzula,subsessilis,,
ssi,Juncaginaceae,Triglochin maritima,Triglochin maritima,Salt marshes; common along rocky and muddy shores throughout.,,,,remaining,accepted,60264,Triglochin maritima,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Juncaginaceae,,,Triglochin,maritima,,
ssi,Lamiaceae,Clinopodium douglasii,Clinopodium douglasii,"Dry, open woods throughout the area.",,,,remaining,accepted,53203,Clinopodium douglasii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Clinopodium,douglasii,,
ssi,Lamiaceae,Glechoma hederacea,Glechoma hederacea,"Persisting and marginally escaping, old gardens.",,,,remaining,accepted,55830,Glechoma hederacea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Glechoma,hederacea,,
ssi,Lamiaceae,Lamiastrum galeobdolon,Lamium galeobdolon,No herbarium reccords but listed by the Invasive Species Council of BC for Vancouver Island and Gulf Islands. Persistant and marginally spreading.,,,,remaining,unaccepted,204339,Lamium galeobdolon,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Lamioideae,Lamieae,Lamium,galeobdolon,,
ssi,Lamiaceae,Lamium purpureum,Lamium purpureum,"Roadsides, waste ground.",,,,remaining,accepted,55851,Lamium purpureum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Lamioideae,Lamieae,Lamium,purpureum,,
ssi,Lamiaceae,Lycopus americanus,Lycopus americanus,TRA St Marys Lake date?,,,,remaining,accepted,60206,Lycopus americanus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Lycopus,americanus,,
ssi,Lamiaceae,Lycopus asper,Lycopus asper,ICS location? date? No coast records found.,,,,remaining,accepted,62651,Lycopus asper,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Lycopus,asper,,
ssi,Lamiaceae,Lycopus uniflorus,Lycopus uniflorus,Marshes and fens.,,,,remaining,accepted,77915,Lycopus uniflorus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Lycopus,uniflorus,,
ssi,Lamiaceae,Marrubium vulgare,Marrubium vulgare,"Waste ground, occasionaly open, grassy bluffs.",,,,remaining,accepted,54605,Marrubium vulgare,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Lamioideae,Marrubieae,Marrubium,vulgare,,
ssi,Lamiaceae,Melissa officinalis,Melissa officinalis,Roadsides and waste places.,,,,remaining,accepted,59901,Melissa officinalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Melissa,officinalis,,
ssi,Lamiaceae,Mentha canadensis,Mentha canadensis,"Wet ground, fens and lake edges.",,,,remaining,accepted,77991,Mentha canadensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Mentha,canadensis,,
ssi,Lamiaceae,Mentha spicata,Mentha spicata,"Occasionaly naturalizing, low, wet places.",,,,remaining,accepted,62652,Mentha spicata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Mentha,spicata,,
ssi,Lamiaceae,Nepeta cataria,Nepeta cataria,"HJ Burgoyne Valley, disturbed ground 1981.",,,,remaining,accepted,48622,Nepeta cataria,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Nepeta,cataria,,
ssi,Lamiaceae,Origanum vulgare,Origanum vulgare,"TRA Fulford date? Luft iNaturalist report 2020, CricketFarm Blackburn Lake iNaturalist report 2020, Consumer Booth Canal iNaturalist report 2020.",,,,remaining,accepted,61396,Origanum vulgare,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Origanum,vulgare,,
ssi,Lamiaceae,Prunella vulgaris,Prunella vulgaris,"Lawns, gardens, disturbed ground.",,,,remaining,accepted,52764,Prunella vulgaris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Prunella,vulgaris,,
ssi,Lamiaceae,Scutellaria galericulata,Scutellaria galericulata,"HJ Roberts Lake 1981, TRA St Marys Lake date?",,,,remaining,accepted,79016,Scutellaria galericulata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Scutellarioideae,,Scutellaria,galericulata,,
ssi,Lamiaceae,Scutellaria lateriflora,Scutellaria lateriflora,TRA report Stewart Lake - no voucher found.,,,,remaining,accepted,79017,Scutellaria lateriflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Scutellarioideae,,Scutellaria,lateriflora,,
ssi,Lamiaceae,Stachys byzantina,Stachys byzantina,"RDB Reginald Hill 1971, TRA Fulford date?",,,,remaining,accepted,127480,Stachys byzantina,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Lamioideae,Stachydeae,Stachys,byzantina,,
ssi,Lamiaceae,Stachys cooleyae,Stachys chamissonis cooleyae,"Streambanks, fens, ditches.",,,,remaining,invalid,52627,Stachys chamissonis cooleyae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Lamioideae,Stachydeae,Stachys,chamissonis,,Stachys chamissonis cooleyae
ssi,Lentibulariaceae,Utricularia vulgaris ssp. macrorhiza,Utricularia macrorhiza,"HJ Sphagnum Lake near Mt Bruce 1979, also many lowland lakes including Bullocks.",,,,remaining,unaccepted,79465,Utricularia macrorhiza,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lentibulariaceae,,,Utricularia,macrorhiza,,
ssi,Liliaceae,Erythronium oregonum ssp. oregonum,Erythronium oregonum,"Grassy shorelines and points, rarely away from salt water.",,,,remaining,unaccepted,59520,Erythronium oregonum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Lilioideae,Lilieae,Erythronium,oregonum,,
ssi,Liliaceae,Fritillaria affinis,Fritillaria affinis,"Grassy ridges, points usually near salt water.",,,,remaining,accepted,50618,Fritillaria affinis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Lilioideae,Lilieae,Fritillaria,affinis,,
ssi,Liliaceae,Fritillaria camschatcensis,Fritillaria camschatcensis,"Goat Island, Ganges harbour TRA 1957.",,,,remaining,accepted,128770,Fritillaria camschatcensis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Lilioideae,Lilieae,Fritillaria,camschatcensis,,
ssi,Liliaceae,Lilium columbianum,Lilium columbianum,"Damp, open woods and meadows, roadsides.",,,,remaining,accepted,77744,Lilium columbianum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Lilioideae,Lilieae,Lilium,columbianum,,
ssi,Liliaceae,Prosartes hookeri,Prosartes hookeri,"Beaver Point TRA 1950. Fulford in creek drainage, south side of harbour. HJ April 1980.",,,,remaining,accepted,51071,Prosartes hookeri,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Streptopoideae,,Prosartes,hookeri,,
ssi,Liliaceae,Streptopus amplexifolius,Streptopus amplexifolius,TRA collections Mitchell Lake and Cranberry Bog 1957.,,,,remaining,accepted,79273,Streptopus amplexifolius,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Streptopoideae,,Streptopus,amplexifolius,,
ssi,Limnanthaceae,Limnanthes macounii,Limnanthes macounii,"AC Beaver Point, Elanore Point 1978.",,,,remaining,accepted,181602,Limnanthes macounii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Limnanthaceae,,,Limnanthes,macounii,,
ssi,Lythraceae,Lythrum salicaria,Lythrum salicaria,"TRA Ganges 1957, HJ Ganges 1980.",,,,remaining,accepted,61321,Lythrum salicaria,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,,Lythraceae,,,Lythrum,salicaria,,
ssi,Malvaceae,Malva moschata,Malva moschata,"Waste ground, roadsides.",,,,remaining,accepted,55977,Malva moschata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,,Malvaceae,Malvoideae,Malveae,Malva,moschata,,
ssi,Melanthiaceae,Toxicoscordion venenosum var. venenosum,Toxicoscordion venenosum venenosum,Grassy bluffs and ridges.,,,,remaining,accepted,81432,Toxicoscordion venenosum venenosum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Melanthiaceae,,Melanthieae,Toxicoscordion,venenosum,,Toxicoscordion venenosum venenosum
ssi,Melanthiaceae,Trillium ovatum,Trillium ovatum,"Damp woods, on soil rich in humus.Cusheon Lake, Booth Bay, Ganges, St Marys Lake.",,,,remaining,accepted,49463,Trillium ovatum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Melanthiaceae,,Parideae,Trillium,ovatum,,
ssi,Melanthiaceae,Veratrum viride,Veratrum viride,Locaton? Mt Tuam-Mt Bruce plateau.,,,,remaining,accepted,79484,Veratrum viride,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Melanthiaceae,,Melanthieae,Veratrum,viride,,
ssi,Menyanthaceae,Menyanthes trifoliata,Menyanthes trifoliata,"TRA St Marys Lake, HJ Weston Lake",,,,remaining,accepted,78016,Menyanthes trifoliata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Menyanthaceae,,,Menyanthes,trifoliata,,
ssi,Montiaceae,Calandrinia ciliata,Calandrinia ciliata,"Grassy, south facing bulffs, shorline ridges.",,,,remaining,accepted,489239,Calandrinia ciliata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Calandrinia,ciliata,,
ssi,Montiaceae,Claytonia exigua ssp. exigua,Claytonia exigua exigua,"Dry, shady sandy ground. RDB summit of Mt Belcher.",,,,remaining,accepted,57234,Claytonia exigua exigua,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Claytonia,exigua,Claytonia exigua exigua,
ssi,Montiaceae,Claytonia parviflora,Claytonia parviflora,TRA Beaver Point 1957.,,,,remaining,accepted,58294,Claytonia parviflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Claytonia,parviflora,,
ssi,Montiaceae,Claytonia perfoliata,Claytonia perfoliata,"Open to shady, moist ground,; forming pure stands on slightly disturbed ground.",,,,remaining,accepted,52994,Claytonia perfoliata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Claytonia,perfoliata,,
ssi,Montiaceae,Claytonia rubra,Claytonia rubra,TRA Ganges 1955. HLR Mt Maxwell 1985.,,,,remaining,accepted,64184,Claytonia rubra,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Claytonia,rubra,,
ssi,Montiaceae,Claytonia sibirica,Claytonia sibirica,Moist woods and thickets.,,,,remaining,accepted,55767,Claytonia sibirica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Claytonia,sibirica,,
ssi,Montiaceae,Montia dichotoma,Montia dichotoma,"Open, grassy slopes, mossy rock seeps on shorelines.",,,,remaining,accepted,78119,Montia dichotoma,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Montia,dichotoma,,
ssi,Montiaceae,Montia fontana,Montia fontana,"Moist meadows, seeps, vernal pools, margins of pond",,,,remaining,accepted,58990,Montia fontana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Montia,fontana,,
ssi,Montiaceae,Montia howellii,Montia howellii,"Trails, lake shorelines, mossy rock outcrops. Sandy beach on St Mary's Lake, mossy, seepy rock at Ruckle Point. Rut in parking area at Ford Lake.",,,,remaining,accepted,78121,Montia howellii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Montia,howellii,,
ssi,Montiaceae,Montia linearis,Montia linearis,"Grassy bluffs, mossy seeps.",,,,remaining,accepted,78122,Montia linearis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Montia,linearis,,
ssi,Montiaceae,Montia parvifolia,Montia parvifolia,"Stream banks and shady seeps on rocky outcrops, isolated mossy boulders.","recorded by HJ: Montia parvifolia var. flagellaris, syn. M.parvifolia in FPNW2",,,remaining,accepted,78123,Montia parvifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Montia,parvifolia,,
ssi,Myricaceae,Myrica gale,Myrica gale,TRA Weston and Steward Lakes. HJ Bullocks Lake.,,,,remaining,accepted,82203,Myrica gale,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,,Myricaceae,,,Myrica,gale,,
ssi,Nyctaginaceae,Abronia latifolia,Abronia latifolia,Gatten iNaturalist report east end of Ganges Harbour 2017.,,,,remaining,accepted,52618,Abronia latifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Nyctaginaceae,,,Abronia,latifolia,,
ssi,Nymphaeaceae,Nuphar polysepala,Nuphar polysepala,Ponds and shallow lakes.,,,,remaining,accepted,78234,Nuphar polysepala,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Nymphaeales,,,,Nymphaeaceae,,,Nuphar,polysepala,,
ssi,Oleaceae,Fraxinus latifolia,Fraxinus latifolia,"Chytyk Kingfisher Cove on shell miden 2012. Penn Fulford 1996,",,,,remaining,accepted,63878,Fraxinus latifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Oleaceae,,,Fraxinus,latifolia,,
ssi,Onagraceae,Chamaenerion angustifolium,Chamaenerion angustifolium,"Disturbed ground, burns",,,,remaining,accepted,564969,Chamaenerion angustifolium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,,Onagraceae,,,Chamaenerion,angustifolium,,
ssi,Onagraceae,Circaea alpina ssp. pacifica,Circaea alpina pacifica,"Cool, damp woods.",,,,remaining,accepted,79729,Circaea alpina pacifica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,,Onagraceae,,,Circaea,alpina,Circaea alpina pacifica,
ssi,Onagraceae,Clarkia amoena,Clarkia amoena,Grassy bluffs.,,,,remaining,accepted,61048,Clarkia amoena,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,,Onagraceae,,,Clarkia,amoena,,
ssi,Onagraceae,Epilobium brachycarpum,Epilobium brachycarpum,"Roadsides, grassy bluffs.",,,,remaining,accepted,52971,Epilobium brachycarpum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,,Onagraceae,,,Epilobium,brachycarpum,,
ssi,Onagraceae,Epilobium ciliatum,Epilobium ciliatum,"Wet meadows, fens, wet land edges.",,,,remaining,accepted,53050,Epilobium ciliatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,,Onagraceae,,,Epilobium,ciliatum,,
ssi,Onagraceae,Epilobium minutum,Epilobium minutum,"Grassy bluffs, ledges and banks. Straley Beddis Road 1991.",,,,remaining,accepted,57150,Epilobium minutum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,,Onagraceae,,,Epilobium,minutum,,
ssi,Onagraceae,Epilobium palustre,Epilobium palustre,collector? location?,,,,remaining,accepted,76841,Epilobium palustre,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,,Onagraceae,,,Epilobium,palustre,,
ssi,Onagraceae,Ludwigia palustris,Ludwigia palustris,HJ Ford's Lake 1979 no collection.,,,,remaining,accepted,60221,Ludwigia palustris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,,Onagraceae,,,Ludwigia,palustris,,
ssi,Onagraceae,Oenothera glazioviana,Oenothera glazioviana,RDB Fulford 1971.,,,,remaining,accepted,62208,Oenothera glazioviana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,,Onagraceae,,,Oenothera,glazioviana,,
ssi,Ophioglossaceae,Sceptridium multifidum,Sceptridium multifidum,"Known from Maxwell Lake, St. Mary's Lake. ICS Cusheon Lake 1980.",,,,remaining,accepted,78990,Sceptridium multifidum,Plantae,Tracheophyta,,,Polypodiopsida,Ophioglossidae,,Ophioglossales,,,,Ophioglossaceae,Botrychioideae,,Sceptridium,multifidum,,
ssi,Orchidaceae,Calypso bulbosa var. occidentalis,Calypso bulbosa occidentalis,"Mossy spots, shaded mature forest.",,,,remaining,accepted,57724,Calypso bulbosa occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Epidendreae,Calypso,bulbosa,,Calypso bulbosa occidentalis
ssi,Orchidaceae,Cephalanthera austiniae,Cephalanthera austiniae,"Mt Tuam, Musgrave landing Donovan and Chytyk",,,,remaining,accepted,50706,Cephalanthera austiniae,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Neottieae,Cephalanthera,austiniae,,
ssi,Orchidaceae,Corallorhiza maculata var. occidentalis,Corallorhiza maculata occidentalis,Moist or dry coniferous forest throughout. Several collections of var. ozettensis for island.,,,,remaining,accepted,80615,Corallorhiza maculata occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Epidendreae,Corallorhiza,maculata,,Corallorhiza maculata occidentalis
ssi,Orchidaceae,Corallorhiza maculata var. ozettensis,Corallorhiza maculata ozettensis,"St Marys Lake McEwen 2016, Blackburn Lake McEwen 2014. Mt Tuam ER McEwen 2016.",,,,remaining,accepted,452199,Corallorhiza maculata ozettensis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Epidendreae,Corallorhiza,maculata,,Corallorhiza maculata ozettensis
ssi,Orchidaceae,Dactylorhiza viridis,Dactylorhiza viridis,"TRA Russell Island, Fulford Harbour.",,,,remaining,accepted,128599,Dactylorhiza viridis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Orchidoideae,Orchideae,Dactylorhiza,viridis,,
ssi,Orchidaceae,Epipactis helleborine,Epipactis helleborine,D.L. Thompson Lepage Road 2020. Several locations iNaturalist.,,,,remaining,accepted,50717,Epipactis helleborine,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Neottieae,Epipactis,helleborine,,
ssi,Orchidaceae,Goodyera oblongifolia,Goodyera oblongifolia,Moist or semidry moss floored coniferous forest; throughout.,,,,remaining,accepted,50719,Goodyera oblongifolia,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Orchidoideae,Cranichideae,Goodyera,oblongifolia,,
ssi,Orchidaceae,Neottia cordata,Neottia cordata,Common under dense Salal in second growth forests,,,,remaining,accepted,204364,Neottia cordata,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Neottieae,Neottia,cordata,,
ssi,Orchidaceae,Platanthera dilatata,Platanthera dilatata,TRA Cranberry Bog.,,,,remaining,accepted,78623,Platanthera dilatata,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Orchidoideae,Orchideae,Platanthera,dilatata,,
ssi,Orchidaceae,Platanthera elegans ssp. elegans,Platanthera elegans elegans,"Dry, open coniferous forest, McCutcheon north of Vesuvius 1994.",,,,remaining,accepted,840643,Platanthera elegans elegans,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Orchidoideae,Orchideae,Platanthera,elegans,Platanthera elegans elegans,
ssi,Orchidaceae,Platanthera huronensis,Platanthera huronensis,"ICS personal collection, voucher not examined. Location?",,,,remaining,accepted,131222,Platanthera huronensis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Orchidoideae,Orchideae,Platanthera,huronensis,,
ssi,Orchidaceae,Platanthera stricta,Platanthera stricta,TRA Cranberry Bog.1957.,,,,remaining,accepted,50739,Platanthera stricta,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Orchidoideae,Orchideae,Platanthera,stricta,,
